customerID,risk_score,ensemble_probability,gb_probability,rf_probability,lr_probability,risk_level,monthly_revenue,annual_revenue_risk,tenure_months,contract_type,payment_method,actual_churn,priority_rank,churn_drivers,recommended_action
9107-UKCKY,19.1,0.1906,0.1326,0.2443,0.2551,Low,79.8,957.6,61,One year,Electronic check,0,4183,Manual payment method | Electronic check payment | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9978-HYCIN,19.1,0.1907,0.0782,0.2581,0.371,Low,84.95,1019.4,47,One year,Bank transfer (automatic),0,4184,Fiber optic (premium price risk) | Senior customer | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9076-AXYIK,19.1,0.1909,0.1002,0.2757,0.2903,Low,102.1,1225.2,64,Two year,Electronic check,0,4185,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4129-LYCOI,19.0,0.1901,0.1036,0.3271,0.2007,Low,104.0,1248.0,67,Two year,Electronic check,0,4186,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2056-EVGZL,19.0,0.1898,0.1186,0.3077,0.1911,Low,105.75,1269.0,68,One year,Credit card (automatic),0,4187,Fiber optic (premium price risk) | High charge ($106/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1991-VOPLL,19.0,0.1901,0.089,0.2383,0.3706,Low,19.05,228.6,9,Month-to-month,Mailed check,0,4188,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0864-FVJNJ,19.0,0.1895,0.1285,0.2495,0.2521,Low,113.35,1360.2,64,One year,Electronic check,0,4189,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2696-ECXKC,19.0,0.1898,0.1112,0.2717,0.2636,Low,100.9,1210.8,55,One year,Mailed check,0,4190,Manual payment method | Fiber optic (premium price risk) | High charge ($101/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2065-MMKGR,19.0,0.1901,0.0966,0.1942,0.4179,Low,71.0,852.0,29,One year,Credit card (automatic),0,4191,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8439-LTUGF,19.0,0.1904,0.1203,0.2242,0.315,Low,20.0,240.0,10,Month-to-month,Credit card (automatic),0,4192,Month-to-month contract | New customer (0-12 months) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8731-WBBMB,19.0,0.19,0.1048,0.228,0.3463,Low,81.9,982.8,26,Month-to-month,Bank transfer (automatic),0,4193,Month-to-month contract | High charge ($82/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1097-FSPVW,19.0,0.1904,0.1035,0.3089,0.2298,Low,54.55,654.6,42,Month-to-month,Credit card (automatic),0,4194,Month-to-month contract | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8548-AWOFC,18.9,0.1886,0.1576,0.2246,0.2121,Low,63.85,766.2,66,Month-to-month,Electronic check,0,4195,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2616-UUTFK,18.9,0.1886,0.128,0.1535,0.393,Low,72.75,873.0,33,Month-to-month,Bank transfer (automatic),0,4196,Month-to-month contract | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1543-LLLFT,18.9,0.1894,0.1049,0.2397,0.3252,Low,98.3,1179.6,61,One year,Mailed check,0,4197,Manual payment method | Fiber optic (premium price risk) | Senior customer,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4429-WYGFR,18.9,0.1885,0.0951,0.2842,0.2785,Low,49.15,589.8,26,Month-to-month,Bank transfer (automatic),0,4198,Month-to-month contract | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1352-VHKAJ,18.9,0.1886,0.1074,0.1435,0.4592,Low,71.6,859.2,27,Month-to-month,Bank transfer (automatic),0,4199,Month-to-month contract,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2023-VQFDL,18.9,0.1891,0.1119,0.2544,0.2842,Low,19.0,228.0,18,Month-to-month,Electronic check,0,4200,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0308-IVGOK,18.9,0.1891,0.09,0.262,0.3278,Low,40.4,484.8,11,One year,Credit card (automatic),0,4201,New customer (0-12 months) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4747-LCAQL,18.9,0.1891,0.1342,0.2038,0.3043,Low,79.0,948.0,25,Month-to-month,Mailed check,0,4202,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4830-FAXFM,18.9,0.1895,0.1116,0.2359,0.3146,Low,24.1,289.2,19,Month-to-month,Credit card (automatic),0,4203,Month-to-month contract | Paperless billing | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9554-DFKIC,18.9,0.189,0.0992,0.2644,0.3008,Low,54.45,653.4,30,Month-to-month,Bank transfer (automatic),0,4204,Month-to-month contract | Paperless billing | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9391-LMANN,18.8,0.1883,0.1054,0.3125,0.2092,Low,95.95,1151.4,53,One year,Electronic check,0,4205,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9786-IJYDL,18.8,0.1881,0.1165,0.2859,0.2202,Low,113.2,1358.4,35,Two year,Mailed check,0,4206,Manual payment method | Fiber optic (premium price risk) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6990-YNRIO,18.8,0.1879,0.1214,0.3452,0.1184,Low,108.65,1303.8,65,Two year,Bank transfer (automatic),1,4207,Fiber optic (premium price risk) | High charge ($109/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1208-DNHLN,18.8,0.1883,0.0744,0.2978,0.3087,Low,48.35,580.2,23,One year,Credit card (automatic),1,4208,Paperless billing | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1641-BYBTK,18.8,0.1885,0.0947,0.2095,0.3915,Low,20.2,242.4,6,Month-to-month,Mailed check,0,4209,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3077-RSNTJ,18.7,0.1873,0.0813,0.2617,0.3407,Low,19.7,236.4,6,Month-to-month,Mailed check,0,4210,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8268-YDIXR,18.7,0.1873,0.0748,0.3271,0.2587,Low,93.15,1117.8,56,One year,Electronic check,0,4211,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0380-ZCSBI,18.7,0.1867,0.1015,0.2779,0.263,Low,20.0,240.0,10,Month-to-month,Credit card (automatic),0,4212,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5578-NKCXI,18.7,0.1866,0.1062,0.292,0.2295,Low,99.25,1191.0,58,One year,Credit card (automatic),0,4213,Fiber optic (premium price risk) | High charge ($99/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5315-CKEQK,18.7,0.1866,0.1188,0.2172,0.3102,Low,51.0,612.0,28,One year,Electronic check,0,4214,Manual payment method | Electronic check payment | Senior customer,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4119-ZYPZY,18.7,0.1869,0.1077,0.2921,0.2274,Low,106.8,1281.6,71,Two year,Electronic check,0,4215,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5150-LJNSR,18.7,0.1866,0.0944,0.2535,0.3169,Low,98.05,1176.6,31,One year,Bank transfer (automatic),0,4216,Fiber optic (premium price risk) | High charge ($98/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1304-SEGFY,18.7,0.1872,0.0959,0.2668,0.2959,Low,97.85,1174.2,72,Two year,Electronic check,0,4217,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5593-SUAOO,18.7,0.1873,0.0675,0.2359,0.4138,Low,83.15,997.8,24,One year,Bank transfer (automatic),0,4218,Fiber optic (premium price risk) | High charge ($83/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1563-IWQEX,18.7,0.1872,0.0885,0.2562,0.3305,Low,19.7,236.4,12,Month-to-month,Mailed check,0,4219,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6838-HVLXG,18.6,0.1858,0.0972,0.241,0.3244,Low,20.3,243.6,12,Month-to-month,Mailed check,0,4220,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1784-BXEFA,18.6,0.1862,0.1051,0.1799,0.3984,Low,20.55,246.6,10,Month-to-month,Mailed check,0,4221,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7088-FBAWU,18.6,0.186,0.1215,0.1994,0.3269,Low,74.55,894.6,17,Month-to-month,Mailed check,0,4222,Month-to-month contract | Manual payment method,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7968-QUXNS,18.6,0.1859,0.0872,0.2062,0.4026,Low,18.95,227.4,6,Month-to-month,Mailed check,0,4223,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1852-XEMDW,18.6,0.1855,0.1183,0.2295,0.2876,Low,65.05,780.6,22,Month-to-month,Mailed check,0,4224,Month-to-month contract | Manual payment method,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9146-JRIOX,18.6,0.1863,0.1087,0.2787,0.2417,Low,25.55,306.6,14,Month-to-month,Mailed check,0,4225,Month-to-month contract | Manual payment method | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2887-JPYLU,18.5,0.1847,0.1057,0.2865,0.2294,Low,45.2,542.4,41,Month-to-month,Bank transfer (automatic),0,4226,Month-to-month contract | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9170-GYZJC,18.5,0.1853,0.1037,0.2983,0.2195,Low,79.9,958.8,41,Month-to-month,Credit card (automatic),1,4227,Month-to-month contract,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4853-RULSV,18.5,0.1852,0.0913,0.3584,0.1603,Low,104.0,1248.0,70,Two year,Credit card (automatic),1,4228,Fiber optic (premium price risk) | Paperless billing | High charge ($104/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2717-HVIZY,18.5,0.1845,0.0898,0.2513,0.3211,Low,20.05,240.6,8,Month-to-month,Mailed check,0,4229,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4504-YOULA,18.5,0.1853,0.1008,0.2808,0.2534,Low,59.45,713.4,35,Month-to-month,Credit card (automatic),0,4230,Month-to-month contract | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3181-MIZBN,18.5,0.1848,0.1074,0.2721,0.2475,Low,19.75,237.0,16,Month-to-month,Electronic check,0,4231,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4139-JPIAM,18.5,0.1852,0.1207,0.2386,0.2663,Low,44.45,533.4,51,Month-to-month,Credit card (automatic),0,4232,Month-to-month contract | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1621-YNCJH,18.5,0.1847,0.1348,0.2699,0.1815,Low,106.05,1272.6,36,Two year,Credit card (automatic),0,4233,Fiber optic (premium price risk) | Paperless billing | High charge ($106/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3012-VFFMN,18.4,0.1844,0.0897,0.2517,0.3203,Low,20.65,247.8,7,Month-to-month,Mailed check,0,4234,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9367-TCUYN,18.4,0.1842,0.0885,0.2497,0.3252,Low,20.1,241.2,12,Month-to-month,Mailed check,0,4235,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3724-UCSHY,18.4,0.1841,0.0848,0.245,0.3409,Low,19.55,234.6,6,Month-to-month,Mailed check,0,4236,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4002-BQWPQ,18.4,0.1839,0.1178,0.2297,0.2802,Low,81.75,981.0,25,Month-to-month,Bank transfer (automatic),0,4237,Month-to-month contract | High charge ($82/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7919-ZODZZ,18.4,0.1839,0.0879,0.3073,0.2389,Low,65.9,790.8,10,One year,Mailed check,0,4238,Manual payment method | New customer (0-12 months) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9555-SAHUZ,18.4,0.1838,0.1183,0.2815,0.201,Low,54.5,654.0,38,Month-to-month,Electronic check,0,4239,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4163-KIUHY,18.4,0.1841,0.1415,0.2252,0.229,Low,25.6,307.2,35,Month-to-month,Electronic check,0,4240,Month-to-month contract | Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2928-HLDBA,18.4,0.1843,0.0927,0.2067,0.3799,Low,20.7,248.4,6,Month-to-month,Mailed check,0,4241,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5693-PIPCS,18.4,0.1841,0.0976,0.2647,0.2798,Low,99.65,1195.8,41,Two year,Credit card (automatic),0,4242,Fiber optic (premium price risk) | Paperless billing | High charge ($100/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8080-POTJR,18.4,0.1837,0.0946,0.2205,0.3514,Low,79.3,951.6,30,One year,Credit card (automatic),0,4243,Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
3865-YIOTT,18.4,0.1843,0.118,0.2306,0.2806,Low,106.1,1273.2,72,One year,Bank transfer (automatic),0,4244,Fiber optic (premium price risk) | Paperless billing | High charge ($106/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0960-HUWBM,18.3,0.1832,0.0968,0.3192,0.1952,Low,104.1,1249.2,65,Two year,Bank transfer (automatic),0,4245,Fiber optic (premium price risk) | Paperless billing | High charge ($104/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5832-EXGTT,18.3,0.1831,0.1147,0.2436,0.2633,Low,60.2,722.4,29,Month-to-month,Mailed check,0,4246,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5151-HQRDG,18.3,0.1834,0.1129,0.222,0.3017,Low,55.05,660.6,37,Month-to-month,Mailed check,0,4247,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5774-XZTQC,18.3,0.1827,0.0897,0.2447,0.3221,Low,20.45,245.4,7,Month-to-month,Mailed check,0,4248,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7727-SHVZV,18.3,0.1828,0.0976,0.2702,0.2646,Low,19.5,234.0,9,Month-to-month,Bank transfer (automatic),0,4249,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5294-CDGWY,18.3,0.1827,0.0984,0.3244,0.1809,Low,59.3,711.6,51,One year,Electronic check,1,4250,Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0815-MFZGM,18.3,0.1834,0.0799,0.2702,0.3116,Low,99.0,1188.0,42,Two year,Credit card (automatic),0,4251,Fiber optic (premium price risk) | Paperless billing | High charge ($99/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5382-TEMLV,18.3,0.1833,0.1089,0.2886,0.2113,Low,50.9,610.8,45,Month-to-month,Bank transfer (automatic),0,4252,Month-to-month contract | Paperless billing | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6319-QSUSR,18.3,0.1827,0.0938,0.3054,0.2212,Low,19.7,236.4,11,Month-to-month,Credit card (automatic),0,4253,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7159-NOKYQ,18.3,0.1829,0.083,0.3139,0.2362,Low,93.15,1117.8,67,Two year,Electronic check,0,4254,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8465-SBRXP,18.3,0.1834,0.0659,0.3207,0.2712,Low,94.9,1138.8,38,Two year,Bank transfer (automatic),0,4255,Fiber optic (premium price risk) | Paperless billing | High charge ($95/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0396-UKGAI,18.2,0.1818,0.1036,0.2552,0.2669,Low,55.3,663.6,23,Month-to-month,Bank transfer (automatic),0,4256,Month-to-month contract | Paperless billing | Low engagement (2 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5155-AZQPB,18.2,0.1822,0.1067,0.2253,0.3061,Low,49.9,598.8,28,Month-to-month,Mailed check,0,4257,Month-to-month contract | Manual payment method | Low engagement (1 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4881-GQJTW,18.2,0.1821,0.088,0.2691,0.2867,Low,19.6,235.2,14,Month-to-month,Credit card (automatic),0,4258,Month-to-month contract | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
8582-KRHPJ,18.1,0.1811,0.1386,0.2404,0.1983,Low,35.0,420.0,50,Month-to-month,Mailed check,0,4259,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7036-TYDEC,18.1,0.1807,0.1142,0.2732,0.2083,Low,104.0,1248.0,69,Two year,Electronic check,0,4260,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6490-FGZAT,18.1,0.181,0.0927,0.1977,0.3769,Low,20.65,247.8,6,Month-to-month,Mailed check,0,4261,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1539-LNKHM,18.1,0.1814,0.0966,0.2273,0.3248,Low,20.4,244.8,12,Month-to-month,Mailed check,0,4262,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1163-ONYEY,18.1,0.1807,0.116,0.1883,0.3311,Low,74.55,894.6,41,Month-to-month,Credit card (automatic),0,4263,Month-to-month contract | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2277-BKJKN,18.1,0.1813,0.0983,0.272,0.2527,Low,99.2,1190.4,71,Two year,Electronic check,0,4264,Manual payment method | Fiber optic (premium price risk) | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4732-RRJZC,18.1,0.1814,0.0897,0.241,0.3211,Low,20.25,243.0,7,Month-to-month,Mailed check,0,4265,Month-to-month contract | Manual payment method | New customer (0-12 months),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7108-DGVUU,18.0,0.1802,0.1154,0.1822,0.3391,Low,71.7,860.4,21,One year,Bank transfer (automatic),0,4266,Senior customer,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
5478-JJVZK,18.0,0.1802,0.1075,0.2572,0.2467,Low,60.9,730.8,33,Month-to-month,Mailed check,0,4267,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6906-MPARY,18.0,0.1798,0.0623,0.2516,0.3658,Low,89.6,1075.2,40,One year,Credit card (automatic),0,4268,Fiber optic (premium price risk) | Paperless billing | High charge ($90/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9432-RUVSL,18.0,0.1804,0.0968,0.2894,0.2258,Low,102.5,1230.0,48,Two year,Credit card (automatic),0,4269,Fiber optic (premium price risk) | Paperless billing | High charge ($102/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9364-YKUVW,18.0,0.1796,0.1045,0.2422,0.2732,Low,19.8,237.6,15,Month-to-month,Mailed check,0,4270,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1921-KYSAY,18.0,0.1804,0.127,0.1827,0.3105,Low,68.6,823.2,41,One year,Electronic check,0,4271,Manual payment method | Electronic check payment | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0810-BDHAW,18.0,0.18,0.1092,0.2296,0.2829,Low,78.4,940.8,24,One year,Electronic check,0,4272,Manual payment method | Electronic check payment,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
0743-HRVFF,18.0,0.1803,0.1187,0.2403,0.2445,Low,56.15,673.8,51,One year,Electronic check,0,4273,Manual payment method | Electronic check payment | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
4926-UMJZD,18.0,0.1797,0.1136,0.2417,0.2517,Low,49.2,590.4,31,Month-to-month,Mailed check,0,4274,Month-to-month contract | Manual payment method | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7519-JTWQH,18.0,0.1801,0.0952,0.319,0.1838,Low,110.5,1326.0,69,Two year,Bank transfer (automatic),0,4275,Fiber optic (premium price risk) | Paperless billing | High charge ($110/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
2882-DDZPG,18.0,0.1796,0.0913,0.286,0.2409,Low,19.45,233.4,12,Month-to-month,Bank transfer (automatic),0,4276,Month-to-month contract | New customer (0-12 months) | Low engagement (0 services),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
9644-KVCNC,18.0,0.1803,0.083,0.235,0.3414,Low,92.15,1105.8,66,One year,Bank transfer (automatic),0,4277,Fiber optic (premium price risk) | Paperless billing | High charge ($92/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
7706-DZNKK,18.0,0.1801,0.1152,0.2077,0.3008,Low,20.45,245.4,11,Month-to-month,Credit card (automatic),0,4278,Month-to-month contract | New customer (0-12 months) | Paperless billing,Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
1557-EMYVT,18.0,0.1804,0.1285,0.244,0.2147,Low,115.05,1380.6,43,Two year,Credit card (automatic),0,4279,Fiber optic (premium price risk) | High charge ($115/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
6766-HFKLA,18.0,0.1801,0.096,0.2786,0.2427,Low,103.2,1238.4,56,Two year,Bank transfer (automatic),0,4280,Fiber optic (premium price risk) | High charge ($103/mo),Maintain standard lifecycle communications. Quarterly loyalty rewards & early access to new features. Renewal reminder 60 days before contract expiry.
